date,item
2023-11-02,Flu Rawls
2023-11-02,Flucifer
2023-10-26,Broken Gaze (vs Fixed Gaze)
2023-10-26,Hallabut (from too much bread)
2023-10-26,Burp Convy
2023-10-26,Jumping Jills
2023-10-26,Pimpleton
2023-10-26,Chicken Genders
2023-10-26,Tug Of Wart
2023-10-26,Tink Pinkle
2023-10-26,Ponderosa Spine
2023-10-26,Upchuck Woolery
2023-10-26,Rage Spots
2023-10-19,Chrysanthemumps
2023-10-19,Praise Jaw
2023-10-19,Shin Hair O'Connor
2023-10-19,Saliva Minelli
2023-10-19,Tonsil and Gretel
2023-10-19,Lufthonsils (German Tonsillitis)
2023-10-19,Gabdomen (the talking stomach)
2023-10-19,Abraham Blinking
2023-10-19,Phlegmboyancy
2023-10-19,Tendon Cattle
2023-10-19,Electric Heel
2023-10-19,Terror Wrist
2023-10-19,Knock Knock Choke
2023-10-12,Ear Apparent
2023-10-12,Billy Ray Virus
2023-10-12,Footstool
2023-10-12,Itchygumi
2023-10-12,Lust in the wind
2023-10-12,Golden Drool
2023-10-12,Why Aorta
2023-10-12,Sinus Pauling
2023-10-12,Napplause (when you clap in your sleep)
2023-10-12,Stained Ankle
2023-10-12,Fart Attack
2023-10-12,Go Toilet On The Mountain
2023-10-05,Violated Pupils
2023-10-05,Illicit Socks
2023-10-05,Tooth Delay
2023-10-05,Tall Bunions
2023-10-05,Glottis Reading
2023-10-05,Robert Molars
2023-10-05,Fingerprance
2023-10-05,Lalo Shivering
2023-10-05,Eager Fever
2023-10-05,Lard's Prayer
2023-10-05,Renal Colony
2023-10-05,Pantscreas
2023-09-28,EFD fills in
2023-09-21,Mud Cuddles
2023-09-21,Colon Apathy
2023-09-21,Polar Beard
2023-09-21,Forever Lung
2023-09-21,Lice Cubes
2023-09-21,Unit Shifting
2023-09-21,Peggy Phlegming
2023-09-21,George Mucus
2023-09-21,Polish Nauseage
2023-09-21,Solid Plumber
2023-09-21,Barn Scowl
2023-09-21,Easy Bake Lovin
2023-09-14,Mud Cuddles
2023-09-14,Madam's Apple
2023-09-14,Walka-Seltzer
2023-09-14,Wart Gallery
2023-09-14,BB Gums
2023-09-14,Fraid of Stairs
2023-09-14,Common Cult
2023-09-14,Neru Cholera
2023-09-14,Casketball
2023-09-14,Wormageddon
2023-09-14,Tummy Lasorda
2023-09-14,Taxi Scabs
2023-09-07,Nostrildamus
2023-09-07,Grape Nuts
2023-09-07,Harehip
2023-09-07,Oxydol Problems
2023-09-07,Kedsores (from wearing keds shoes)
2023-09-07,Teeth Jerky
2023-09-07,Rib Eyes
2023-09-07,Nicolas Rib Cage
2023-09-07,Adam's Lib
2023-09-07,Women's Rib
2023-08-31,Teethsy Zipper
2023-08-31,Unhelpful Hand
2023-08-31,Stomach Jagger
2023-08-31,Teeth Richards
2023-08-31,Florist's Gas
2023-08-31,Jawtism
2023-08-31,Alligoiter
2023-08-31,Elbow Diddley
2023-08-31,Eydie Gourmet
2023-08-31,Walky Nose
2023-08-24,Waltz Disney
2023-08-24,Nose Mutantes
2023-08-24,Tooth Delay
2023-08-24,Youth Decay
2023-08-24,Fifty Scents (and is one of them pine?)
2023-08-24,Bunker Sores
2023-08-24,Leg Brady
2023-08-24,Average Leverage
2023-08-24,Leave It To Beverage
2023-08-24,Chump Changes
2023-08-24,Red Hearing
2023-08-17,Hollywood Bowel
2023-08-17,Peach Spit
2023-08-17,Compulsive Skipping
2023-08-17,Face Ventura
2023-08-17,Fist Watch
2023-08-17,Truckbuncles (vs carbuncles)
2023-08-17,Musky Toes
2023-08-17,Sod Complex
2023-08-17,Wife Jeans
2023-08-17,Flabnormalising
2023-08-17,Aracne (spider pimples)
2023-08-10,Bible Bib
2023-08-10,Loud Bangs
2023-08-10,Barn Swallowing
2023-08-10,Yawn Ornaments
2023-08-10,Dad Gums
2023-08-10,Laughtertaste
2023-08-10,Jello Gas
2023-08-10,Diet Earp
2023-08-10,Drooling Banjo
2023-08-10,Tom Laundry
2023-08-10,Gone Dental
2023-08-10,Orthodox Jaw
2026-08-06,Flab Reports
2026-08-06,Westminster Crabby
2026-08-06,Face Second
2026-08-06,Leg Fu Yung
2026-08-06,Laughterbirth
2026-08-06,Bone on the Fourth of July
2026-08-06,Chin Chimney
2026-08-06,Lung Frankenstein
2026-08-06,Rand Palsy
2026-08-06,Santa Foot (toe ho ho)
2026-08-06,Well Deserved Breast
2026-08-06,Grocey Snore
2026-08-06,Wince Vaughn
2023-08-03,Eyearrhea
2023-08-03,Napoleon's Elbow (Elbonaparte)
2023-08-03,Manga Knees
2023-08-03,Phalange Dickinson
2023-08-03,Bills Toupé
2023-08-03,Eye Brownies
2023-08-03,Olive Boil
2023-08-03,Nostral Projection
2023-08-03,Flaccid Reflux
2023-08-03,Adnoid Delusions
2023-07-27,Vanilla Eyes
2023-07-27,Nose Moking
2023-07-27,Wally Coccyx
2023-07-27,Neck Can Car
2023-07-27,Dentist Elbow
2023-07-27,Fresh Hair
2023-07-27,Jaw Love
2023-07-27,Non-Basketball-Related Dribbling
2023-07-27,Rudyard Sibling
2023-07-27,Armpit and the Pendulum
2023-07-20,Quaker Throats
2023-07-20,Shoulder Women
2023-07-20,Bladderall Problems
2023-07-20,Modern Artery
2023-07-20,Hot Pinky
2023-07-20,Cow Mood
2023-07-20,Clothes Anger
2023-07-20,Fear of Breath
2023-07-20,Tissue Issues
2023-07-20,Church Gut
2023-07-13,Queef Jerky
2023-07-13,Lettuce Head
2023-07-13,Grundle Flies
2023-07-13,You Gotta Be Kidney
2023-07-13,Basket Balls
2023-07-13,Incellulite
2023-07-13,Collarboner
2023-07-13,Jethro Skull
2023-07-13,Stink Panther
2023-07-13,Teeth Partridge
2023-07-13,Lump Thumb
2023-07-06,Assphalt
2023-07-06,Posterior Motives
2023-07-06,Buttering Ram
2023-07-06,Molar Opposites
2023-07-06,Great Horned Bowel
2023-07-06,Seward Follicles
2023-07-06,Hand Dunes
2023-07-06,Pit Rabbits (underarm hares)
2023-07-06,Vertebrains
2023-07-06,Endangered Faeces
2023-06-29,Vanilla Eyes
2023-06-29,Jawmen (praying jaw)
2023-06-29,Wristmas (celebration of the birth of your wrists)
2023-06-29,Sternum & Bailey's (circus chest)
2023-06-29,Persistent Scoff
2023-06-29,Solidarnose (Polish Nose)
2023-06-29,Spineapples
2023-06-29,Elbow Peep
2023-06-29,Bass Turd (too much fish)
2023-06-29,Toto Toe (too much Wizard of Oz)
2023-06-22,Face Ventura
2023-06-22,Tattupelo (when our tattoos all start to look like Elvis)
2023-06-22,Canal Fixation
2023-06-22,Lipples
2023-06-22,Threehead (just short of a forehead)
2023-06-22,Lard Almighty
2023-06-22,Barn Swallowing
2023-06-22,Tainted Glove
2023-06-22,Tonsil Adams
2023-06-22,Toenado
2023-06-15,Pantymimes
2023-06-15,Triceptuality
2023-06-15,Tromboner
2023-06-15,Air Obduststinkchin (when you have food in the beard)
2023-06-15,Air Obduststinkshin (when you have high sock odor)
2023-06-15,Elbow Bice
2023-06-15,Eve's Apple
2023-06-15,Elderberries
2023-06-15,Corneated Discs
2023-06-15,Basketbowel
2023-06-15,Gland of Opportunity
2023-06-08,Thighballs
2023-06-08,Dinglebells
2023-06-08,Head Sullivan
2023-06-08,Being Baghair
2023-06-08,Ring Around The Cholera
2023-06-08,Waiting Womb
2023-06-08,Gums Control Issues
2023-06-08,High Gurdles
2023-06-08,Johnson Wax
2023-06-08,Lunging Lung
2023-06-08,Taras Vulva
2023-06-01,Legs Benedict
2023-06-01,Murine Cores
2023-06-01,Front Burns (moved in from the sides)
2023-06-01,Authoritis
2023-06-01,Nostralia (it smells down-under)
2023-06-01,Scabdomen
2023-06-01,Hootbowel
2023-06-01,Faeces Pieces
2023-06-01,Herring Loss
2023-06-01,Salibrating (happy spitting)
2023-05-25,Teaneck
2023-05-25,Pawsterior (dog butt)
2023-05-25,Goofballs
2023-05-25,Spinecones
2023-05-25,Penisn't
2023-05-25,Rocky Mountain Thigh
2023-05-25,Triodenum
2023-05-25,Liveraces (Italian liver aches)
2023-05-25,Tube Boob
2023-05-18,Corrosion of Enormity
2023-05-18,Mole Mukasa
2023-05-18,Cellfoam
2023-05-18,Stealers Heel
2023-05-18,Venn Diaphragm
2023-05-18,Lumber Loss
2023-05-18,Sax Granding
2023-05-18,French Scalps
2023-05-18,Serious Putty
2023-05-18,Lobes Pierre
2023-05-11,Pant Colonies
2023-05-11,Wally Coccyx
2023-05-11,Dry Dreams
2023-05-11,Thumbilical Cord
2023-05-11,Thirdball
2023-05-11,False Canadianism
2023-05-11,Dutch Lovin
2023-05-11,Eyelidiosyncrasies
2023-05-11,Men's Womb
2023-05-11,Semen and Garfunkel
2023-05-11,Navelbodied Seaman
2023-05-11,Need Womb Service
2023-05-04,Tube Job
2023-05-04,Wrist Tiredness (always want to pull over to a Wrist Area)
2023-05-04,Prayer Knee
2023-05-04,Lump Ropes
2023-05-04,Little House on the Prayer Knee
2023-05-04,Gland of the Free
2023-05-04,Toestato
2023-05-04,Lubrican
2023-05-04,Dilly Fixations
2023-05-04,Turd Calls
2023-05-04,Anus Moses
2023-05-04,Nicolas Rib Cage
2023-04-27,Golf Cartilage
2023-04-27,Basket Balls
2023-04-27,Elder Fat
2023-04-27,Gaultier Goiter
2023-04-27,Robert Molars
2023-04-27,Napericots
2023-04-27,Madam's Apple
2023-04-27,Triceptuality
2023-04-27,Wed Betting (bet on who's getting married)
2023-04-27,Fear of Breath
2023-04-20,Cep (when you don't have biceps)
2023-04-20,Navelbodied Seaman
2023-04-20,Denum (no duodenum just the one)
2023-04-20,Fanny Hall
2023-04-20,Molden Arches
2023-04-20,Renal Colony
2023-04-20,Dutch Lovin
2023-04-20,Furnitchure (when you itch your furn)
2023-04-20,Swollen Stream
2023-04-20,Fartisanal Ideas
2023-04-20,Toker's Knuckle
2023-04-13,Athlete's Hand
2023-04-13,Taras Vulva
2023-04-13,Spit and the Pendulum
2023-04-13,Naughty Spine
2023-04-13,Canal Fixation
2023-04-13,Hopscrotch
2023-04-13,Premature Beijing
2023-04-13,Dabbling in the Jockcult (practicing witchcraft in an athletic supporter)
2023-04-13,Hulger Cronckite
2023-04-13,Art Gas
2023-04-13,Prolonged Ouchlesness
2023-04-06,Todd-O-Phonic Todd fills in
2023-03-30,Evacucation
2023-03-30,Watermellon Mind
2023-03-30,Pallbear Midriff
2023-03-30,Eighth Hole
2023-03-30,Rheumatic Femur
2023-03-30,Winnieing Pooh
2023-03-30,Fly Detector
2023-03-30,Rit Dyerrhea
2023-03-30,Antiblatter
2023-03-23,Squirrely Temples
2023-03-23,Socket Pool
2023-03-23,Dockworkers' Kneed
2023-03-23,Craccidents
2023-03-23,Toe Biden
2023-03-23,Collarboner
2023-03-23,Lawnmolar
2023-03-23,Church Gas
2023-03-23,Testicakes
2023-03-23,Poop De Loop
2023-03-16,Pud Muddles
2023-03-16,Eye Brownies
2023-03-16,Flatus Knight
2023-03-16,Breeders' Lips
2023-03-16,Bone Appetite
2023-03-16,Fudge Wapner
2023-03-16,Dragnuts
2023-03-16,Lidmarks (when you cry into your underwear)
2023-03-09,Marathon Week
2023-03-02,Bicepsuality
2023-03-02,Bald Fecal (The National Turd)
2023-03-02,Pork Shoulder
2023-03-02,Stopnads (vs gonads)
2023-03-02,Billy The Kidney
2023-03-02,Skintucky
2023-03-02,Night Lives Bladder
2023-03-02,Lunguanteen
2023-03-02,Why Aorta
2023-03-02,Fart Linklater
2023-03-02,Wise Old Bowel
2023-02-23,Youth Ache
2023-02-23,Date Palms
2023-02-23,Athlete's Hand
2023-02-23,Senior Mints
2023-02-23,Stiff Lower Lip
2023-02-23,Stolen Erection
2023-02-23,Hurrayness
2023-02-23,Oily Bird
2023-02-23,Hot Pinky
2023-02-23,Spine Rand
2023-02-16,Howard Sternum
2023-02-16,Waddle Canal
2023-02-16,Flame Retardation
2023-02-16,Sad Tug
2023-02-16,Superbowel
2023-02-16,Prostator Tots
2023-02-16,Chimney Flu
2023-02-16,London Colon
2023-02-16,Poop Tarts
2023-02-16,Scrambled Legs
2023-02-09,Cosa Nostral
2023-02-09,Neck Can Car
2023-02-09,Fudge Not (Lest You Be Fugded)
2023-02-09,Posterior Motives
2023-02-09,Madame Ovary
2023-02-09,Shelley Lung
2023-02-09,Bald Fecal (The National Turd)
2023-02-09,Arch Enemas
2023-02-02,Leg Pits
2023-02-02,Chin Ho
2023-02-02,Testicicles
2023-02-02,Hard Liver
2023-02-02,Bunkola
2023-02-02,Muscle Stovers
2023-02-02,Funny Finger
2023-02-02,Cleft Pilot
2023-01-26,Dump Rope
2023-01-26,Earwax Lips
2023-01-26,Tooth Delay
2023-01-26,Hunger Bangs
2023-01-26,Pianist Envy
2023-01-26,Yourgraine (vs migraine)
2023-01-26,Wantana Marrow
2023-01-26,Wrist Stops
2023-01-26,Tibia Tongue
2023-01-26,Saxmania
2023-01-19,Pressing Eye Matters
2023-01-19,Dishpan Glands
2023-01-19,Indian Liver
2023-01-19,Wastebuds
2023-01-19,Casketball
2023-01-19,Stool On The Hill
2023-01-19,Hosana Rash
2023-01-19,Ifs ands or buttocks
2023-01-12,False Goiter
2023-01-12,Palment Balm
2023-01-12,Manspleening
2023-01-12,Eagle Sores
2023-01-12,Jokebutt
2023-01-12,Golden Calve
2023-01-12,Lapapples
2023-01-12,Disney Spells
2022-12-29,Michael Shelly fills in
2022-12-22,EFD fills in
2022-12-15,Unhappy Glow
2022-12-15,Unprovoked Flinching
2022-12-15,Yeast Mode
2022-12-15,Peeing Spots
2022-12-15,Crack Spasms
2022-12-15,Gorged Flute
2022-12-15,Dinglebells
2022-12-15,Wart Installation
2022-12-08,Unwanted Stamina
2022-12-08,Stamina Enema
2022-12-08,Bowling Bowel
2022-12-08,Micro Leg
2022-12-08,Butch Dub
2022-12-08,Legs Benedict
2022-12-08,Gland On The Run
2022-12-08,Rocky Mountain Thigh
2022-12-08,Crotch and Soda
2022-12-08,Sleigh Balls
2022-12-01,Sinus Pauling
2022-12-01,Foul Balls
2022-12-01,Worm Limits
2022-12-01,Frito Breath
2022-12-01,Urge To Crawl
2022-12-01,Finger Hut
2022-12-01,Butt Nothing
2022-12-01,Motor Funk Chin
2022-12-01,Wailers' Angst
2022-12-01,Diaper Tampering
2022-12-01,Dog Gut
2022-11-24,Stupod
2022-11-24,Fisting Ball
2022-11-24,Butt Hologram
2022-11-24,Slow Tootsie
2022-11-24,Cheekboner
2022-11-24,Hard Cornet
2022-11-24,Cow Sheets
2022-11-24,Bird Bowels
2022-11-17,Turtlehead Ache
2022-11-17,Slow Boil
2022-11-17,Cracked Corn
2022-11-17,Rearlobe
2022-11-17,Fudge Dredd
2022-11-17,Gun Disease
2022-11-17,Blank Cheek
2022-11-17,Natural Gas
2022-11-17,Flautist Tendencies
2022-11-17,Dotted Eyes
2022-11-10,Braincoat
2022-11-10,Taras Vulva
2022-11-10,Honorable Mansion
2022-11-10,Rodeo Rectum
2022-11-10,Top Parts vomiting (you can't keep your Pop Tarts down)
2022-11-10,Mom Smell
2022-11-10,Partial Election
2022-11-10,Women's Rib
2022-11-10,Men's Ruminations
2022-11-03,Froth
2022-11-03,Tennis Problems
2022-11-03,Chronic Martinizing
2022-11-03,Dinglebells
2022-11-03,Fisherman's Finger
2022-11-03,Wrong Hair
2022-11-03,Short Flus
2022-11-03,Bishop's Onion
2017-04-13,Wavelengths with Rich. No symptoms mentioned
2017-04-14,Wavelengths with Delores. No symptoms mentioned
2017-04-20,Joe Belock fills in
2017-04-27,Glen Jones fills in
2017-05-02,Wavelengths with Thomas. No symptoms mentioned
2017-05-04,No Wavelengths
2017-05-05,Wavelengths with Lyle. No symptoms mentioned
2017-05-11,Matt Warwick fills in
2017-05-18,Michele fills in
2017-05-25,Joe Belock fills in
2017-06-01,Matt Warwick fills in
2017-06-06,Wavelengths with Kezo. No symptoms mentioned
2017-06-08,No Wavelengths
2017-06-09,Wavelengths with Jeff. No symptoms mentioned
2017-06-12,Wavelengths with Joe McGasko. No symptoms mentioned
2017-06-15,No Wavelengths
2017-06-16,Wavelengths with Scott Williams. No symptoms mentioned
2017-06-22,Wavelengths with Nick Name. No symptoms mentioned
2017-06-28,Wavelengths with Gary. No symptoms mentioned
2017-06-29,No Wavelengths
2017-07-03,Wavelengths with Sheila B. No symptoms mentioned
2017-07-06,Wavelengths with Hannah The Newswoman. No symptoms mentioned
2017-07-12,Wavelengths with Pseu Braun. No symptoms mentioned
2017-07-13,No Wavelengths
2018-06-28,Mumps
2018-06-28,Vapors
2018-06-28,Perspiration
2018-06-28,Tooth Ache
2018-06-28,Nosebleed
2018-06-28,Flashes of light
2018-06-28,Rubella
2018-06-28,Scarlett Fever
2018-07-05,Todd-O-Phonic Todd fills in
2018-07-12,No Wavelengths
2018-07-19,Abdominal Cramping
2018-07-19,Mumps
2018-07-19,Nosebleed
2018-07-26,Mumps
2018-07-26,Hallucinations
2018-07-26,Palpitations
2018-07-26,Sweating of the palms
2018-07-26,Hair growth on the palms
2018-08-02,Wavelengths with Buddha. No symptoms mentioned
2018-08-09,Mumps
2018-08-09,Piles
2018-08-09,Nosebleed
2018-08-09,Hair growth on the palms
2018-08-16,Palpitations
2018-08-16,Crabs
2018-08-16,Hair growth on the palms
2018-08-16,Piles
2018-08-23,Legionnaires' symptoms
2018-08-23,Phantom Limb
2018-08-23,Mumps
2018-08-30,Styes in your eyes
2018-08-30,Gassiness
2018-08-30,Shingles
2018-08-30,Lice
2018-08-30,Pinworms
2018-09-06,Nodes
2018-09-06,Itching razor bumps
2018-09-06,Croup
2018-09-13,Hair growth on the palms
2018-09-13,Palpitations
2018-09-13,Spasms
2018-09-13,(First time Clay asks the player to grunt to shoot Wavelengths)
2018-09-20,Wavelengths with Annie. No symptoms mentioned
2018-09-27,Headache
2018-09-27,Ear Bleeding
2018-09-27,Gassiness
2018-09-27,Palpitations
2018-10-04,Palpitations
2018-10-04,Headache
2018-10-04,Measels
2018-10-04,Hair Growth in unusual places
2018-10-11,Hair Growth in unusual places
2018-10-11,Nosebleed
2018-10-11,Styes in your eyes
2018-10-18,Ear Bleeding
2018-10-18,Eye Bleeding
2018-10-18,Hair Loss
2018-10-18,Cramps
2018-10-25,Pinkening of the Buttocks
2018-10-25,Loss of shin hair
2018-11-01,Palpitations
2018-11-01,Sweating
2018-11-01,Goosebumps
2018-11-01,Nosebleed
2018-11-01,Pinkening
2018-11-01,Hair Growth in unusual places
2018-11-08,Temporary blindness
2018-11-08,Hoarseness
2018-11-08,Lower Body Cramps
2018-11-08,Hallucinations
2018-11-08,(First time Clay uses 'pegging the meters')
2018-11-15,Scurvy
2018-11-15,Bleeding Gums
2018-11-15,Pinkening of the Buttocks
2018-11-22,Matt Warwick fills in
2018-11-29,Palpitations
2018-11-29,Pinkening of the Buttocks
2018-11-29,Hangnail
2018-11-29,Indigestion
2018-12-06,Dropsy
2018-12-06,Pinkening of the Buttocks
2018-12-06,Hair growth on the palms
2018-12-13,Joe Belock fills in
2019-01-10,Rashes
2019-01-10,Pinkening of the extremities
2019-01-10,Vapors
2019-01-17,False Mumps
2019-01-17,Unexplained Facial Ticks
2019-01-17,Pinkening of the extremities
2019-01-17,Dizziness
2019-01-17,Phantom Testicle
2019-01-17,Gassiness
2019-01-24,Temporary blindness
2019-01-24,Hair Loss
2019-01-31,Glottal Obstructions
2019-01-31,Unusual Lung Cramps
2019-01-31,False Arthritis
2019-01-31,Thickening of Forearm Hair
2019-02-07,False Crabs
2019-02-07,Seborrhea
2019-02-07,Itching of the lungs
2019-02-07,(Clay uses 'yangbanger' for the first time)
2019-02-07,Triple vision
2019-02-14,Pinkening
2019-02-14,Styes in your eyes
2019-02-14,Pink Eye
2019-02-14,(Clay naturally turns Pink Eye into Salmon Eye - is this the first Wavelengths Symptom)
2019-02-21,False Palpitations
2019-02-21,Unusual Tooth Growth
2019-02-21,Shortening of the Feet (normalish symptom show)
2019-02-21,Pinkening of the Buttocks
2019-02-28,False Mumps
2019-02-28,Shortness of Sleeves (arms lengthen when playing Wavelengths)
2019-03-07,Marathon Week
2019-03-14,Marathon Week
2019-03-21,Styes in your eyes
2019-03-21,Cramps in Lower Extremities
2019-03-21,Nosebleed
2019-03-28,Gassiness
2019-03-28,Tooth Loss
2019-03-28,Duodenal Flare Up
2019-03-28,Carbuncles
2019-04-04,Camp Fever
2019-04-04,Jock Itch
2019-04-04,Dropsy
2019-04-04,Dyspepsia
2019-04-11,Strange yearnings for the taste of nickels
2019-04-11,Involuntary Waltzing
2019-04-11,Self-Immolation Fantasies
2019-04-18,Earache
2019-04-18,Unusual Hair Sensitivity
2019-04-18,Dropsy
2019-04-18,Peckishness
2019-04-25,Barrel Fever Lumbago
2019-04-25,Chalkstones
2019-05-02,Croup
2019-05-02,Morgellons
2019-05-02,(Clay uses 'from way back' for the first time during Wavelengths)
2019-05-02,Gassiness
2019-05-02,Renal Retention
2019-05-02,Bloating
2019-05-09,Eye Floaters
2019-05-09,Gastric Upset
2019-05-09,Craving Mounds bars
2019-05-09,Coarsening of the Hair
2019-05-16,Renal Fixation
2019-05-16,Eyelash Loss
2019-05-16,New Itching
2019-05-16,Unwanted Poreclosures
2019-05-23,Ankle Distress
2019-05-23,Knuckle Problems
2019-05-23,Bloating
2019-05-23,Daymares
2019-05-30,Athlete's Hand
2019-05-30,Burning Philtrum
2019-05-30,Kneesweats
2019-05-30,Unusual Wheezing
2019-06-06,Jumbo-sized Pores
2019-06-06,Throat Sweat
2019-06-06,Hair Gain
2019-06-13,Shin Curl
2019-06-13,Potback (vs potbelly)
2019-06-13,Neck Fattening
2019-06-13,Thrush
2019-06-20,Advanced Itching
2019-06-27,Partial Invisibility
2019-06-27,Shaking of the Feet
2019-06-27,Involuntary Yodeling
2019-06-27,Athlete's Hand
2019-07-04,Tongue Loss
2019-07-04,Suspected Stereonucleosis (vs mononucleosis)
2019-07-04,Dry Palm
2019-07-04,False Mumps
2019-07-11,Hammertoe
2019-07-11,Tooth Gain
2019-07-11,Third Nostral
2019-07-11,Butterscotch Aversion
2019-07-18,Sudden Nits
2019-07-18,Hidden Toe
2019-07-18,Growing Pains
2019-07-18,Beefy Scalp
2019-07-25,Fireman's Dreams
2019-07-25,Inability to Breathe
2019-07-25,Leglock
2019-08-01,Tooth Gain
2019-08-01,Beard Growth
2019-08-01,Third Ankle
2019-08-08,Todd-O-Phonic Todd fills in
2019-08-15,Oversalivation
2019-08-15,False Pyles
2019-08-15,Socket Issues
2019-08-15,Third Leg
2019-08-22,Eye Bleeding
2019-08-22,Tingletoes
2019-08-29,Thrush
2019-08-29,Dropsy
2019-08-29,Bald Shin
2019-08-29,Hives
2019-08-29,Barrel Fever
2019-08-29,Polyorchidism
2019-09-05,Bung Seizure
2019-09-05,Wet Scalp
2019-09-05,Elbow Fattening
2019-09-05,Lost Desires
2019-09-12,Wadding Compulsion
2019-09-12,Heavy Back Sweating
2019-09-12,Tongue Shrinkage
2019-09-12,Tinklepinkening
2019-09-19,First Softening
2019-09-19,Hair Pain
2019-09-19,Left Arm Numbness
2019-09-26,Stubbed Finger
2019-09-26,Exhilarated Wrinkling
2019-10-03,Palm Hair Growth
2019-10-03,Pinkening of the Buttocks
2019-10-03,Facial Worsening
2019-10-03,Restless Forehead
2019-10-10,Duntsleanings
2019-10-10,Pyles
2019-10-10,Porridge Rejections
2019-10-10,Sharpulence (vs flatulence - it's the inward jet)
2019-10-17,Lip Sweating
2019-10-17,Odd Musk
2019-10-17,Tongue Burn
2019-10-17,Dark Go
2019-10-24,Bum Thrush
2019-10-24,Weak Sprout
2019-10-24,Tongue Lengthening
2019-10-24,Pinkening of the Philtrum
2019-10-31,Sudden Chafing
2019-10-31,Undue Yearnings
2019-10-31,Meat Lust
2019-10-31,Low Flutterings
2021-12-23,Todd-O-Phonic Todd fills in
2020-12-03,Todd-O-Phonic Todd fills in
2019-12-26,Scott Williams fills in
2019-11-07,Milk Dud Cravings
2019-11-07,Hard Sweats
2019-11-07,Gastric Confusion
2019-11-07,Hard Calfage
2019-11-14,Triangle Vision
2019-11-14,Hairless Shins
2019-11-14,New Glands
2019-11-14,Undue Muskiness
2019-11-21,Head Loss
2019-11-21,Mini Fugues
2019-11-21,Loss of Zest
2019-11-21,Meat Passion
2019-11-28,Pie Bloat
2019-11-28,Blubberations
2019-11-28,False Fullness
2019-11-28,Third Lip
2019-12-05,No Wavelengths
2019-12-12,Flash Lethargy
2019-12-12,Itchneed
2019-12-12,Jaw Clenching
2019-12-12,Bruxism
2019-12-12,New Hair
2019-12-12,Sudden Puss
2019-12-19,Tooth Gain
2019-12-19,Unnatural Flubber
2019-12-19,Mini Boils
2019-12-19,Fear of the Toilet
2019-12-19,Ceramic Aversion
2026-08-13,Broad Mumps
2026-08-13,Personal Growths
2026-08-13,Smirk Douglas
2026-08-13,Plastic Sturgeons
2026-08-13,Smell Tormé
2026-08-13,Ears Morgan
2026-08-13,Dermis Hopper
2026-08-13,Mobile Bone
2026-08-13,Dotted Eyes
2026-08-13,Full Frontal Lobe
2026-08-13,Cervix Animals
2026-08-13,Collagen Graduates
2020-01-09,Beef Longings
2020-01-09,Fear of Red
2020-01-09,Toecenter
2020-01-09,Gas Loss
2020-01-09,Left Arm Tingling
2020-01-16,Flab Corralling (pushing both ways on the abdomen)
2020-01-23,Old Yearnings
2020-01-23,False Pyles
2020-01-23,Eye Loss
2020-01-23,Rifling Proclivities
2020-01-30,Desire for Goat Mimicry
2020-01-30,Premature Blonding
2020-01-30,Renal Retention
2020-01-30,Shin Itch
2020-02-06,Tongue Shortening
2020-02-06,Bunching Issues
2020-02-13,Runt Aversion
2020-02-13,False Flatus
2020-02-13,Pinkening of the Buttocks
2020-02-13,Bald Notions
2020-02-13,Slow Panting
2020-02-20,Ham Fixation
2020-02-20,Microballs
2020-02-20,Heart Sweats
2020-02-27,Pinkening of the Buttocks
2020-03-05,Marathon Week
2020-03-12,Marathon Week
2020-03-19,Crotch Loss
2020-03-19,Mud Need
2020-03-26,Perch Pangs
2020-03-26,Sore Stubble
2020-04-02,Chin Stiffening
2020-04-02,Undue Ruddiness
2020-04-02,Flute Loss
2020-04-02,Blue Tinkle
2020-04-09,Cud Lust
2020-04-09,Ditch Lip
2020-04-09,Blink Retard
2020-04-09,Inconvenient Panting
2020-04-16,False Despair
2020-04-16,Third Lung
2020-04-16,Goop Cluster
2020-04-16,Ranch Chords
2020-04-23,Station Manager Ken fills in
2020-04-30,Joe Belock fills in
2020-05-07,Joe Belock fills in
2020-05-14,(Home lockdown edition with Kirsten)
2020-05-14,Pinkening of the Buttocks
2020-05-21,(Home lockdown edition with the Pidge himself)
2020-05-21,Dry Neck
2020-05-21,Tongue Shortening
2020-05-21,General Flatness
2020-05-21,Low Fat Build-up
2020-05-28,(Home lockdown edition with the Pidge himself)
2020-05-28,Shy Bunion
2020-05-28,Clustercramps
2020-05-28,Fudge Knee'd
2020-05-28,Hard Blatt
2020-06-04,(Home lockdown edition with the Pidge himself)
2020-06-04,Nougat Pangs
2020-06-04,Moist Nape
2020-06-04,Farmer's Tongue
2020-06-04,Ponche Blanche
2020-06-11,Involuntary Boot Scoot
2020-06-11,Hate Handles
2020-06-11,Dry Suds
2020-06-11,Stiff Eye
2020-06-18,Tub Chap
2020-06-18,Scalp Ballooning
2020-06-18,Face Loss
2020-06-18,Traf (backwards gas)
2020-06-25,(Home lockdown edition with the Pidge himself)
2020-06-25,Farmer's Hand
2020-06-25,Flat Lip
2020-06-25,Stud Vibe
2020-06-25,Glass Cud
2020-07-02,Funny Foot
2020-07-02,Tired Musk
2020-07-02,Damp Nape
2020-07-02,Ludlow Spasms
2020-07-09,Eep (backwards pinkling)
2020-07-09,Fireman's Itch
2020-07-09,Fanny Bone
2020-07-09,Ingrown Stye
